StateID,StateName,DRG,AverageCost
ME,Maine,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,12453
RI,Rhode Island,682 - RENAL FAILURE W MCC,12443
NM,New Mexico,418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,12438
NE,Nebraska,251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,12435
MS,Mississippi,244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,12430
DC,District of Columbia,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,12427
ME,Maine,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,12422
WY,Wyoming,308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,12419
CA,California,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,12419
AZ,Arizona,418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,12409
IL,Illinois,377 - G.I. HEMORRHAGE W MCC,12406
NH,New Hampshire,314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,12405
TX,Texas,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,12404
CA,California,178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,12398
OH,Ohio,177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,12363
NJ,New Jersey,698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,12362
WA,Washington,"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",12356
KY,Kentucky,177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,12356
NH,New Hampshire,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,12354
CT,Connecticut,917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC,12349
NC,North Carolina,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,12345
MI,Michigan,377 - G.I. HEMORRHAGE W MCC,12343
KS,Kansas,"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",12343
NH,New Hampshire,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,12340
SD,South Dakota,698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,12339
MO,Missouri,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,12338
RI,Rhode Island,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,12336
MS,Mississippi,177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,12334
NH,New Hampshire,418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,12330
LA,Louisiana,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,12329
WI,Wisconsin,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,12319
PA,Pennsylvania,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,12310
VT,Vermont,418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,12306
AR,Arkansas,473 - CERVICAL SPINAL FUSION W/O CC/MCC,12297
AR,Arkansas,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,12293
VA,Virginia,177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,12291
NE,Nebraska,377 - G.I. HEMORRHAGE W MCC,12288
MO,Missouri,244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,12285
MA,Massachusetts,917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC,12285
ID,Idaho,377 - G.I. HEMORRHAGE W MCC,12284
AZ,Arizona,377 - G.I. HEMORRHAGE W MCC,12279
NE,Nebraska,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,12278
DC,District of Columbia,917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC,12275
NC,North Carolina,314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,12273
ME,Maine,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,12270
MO,Missouri,"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",12267
VA,Virginia,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,12239
VT,Vermont,291 - HEART FAILURE & SHOCK W MCC,12235
IL,Illinois,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,12233
SD,South Dakota,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,12232
WI,Wisconsin,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,12230
MO,Missouri,177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,12228
SD,South Dakota,377 - G.I. HEMORRHAGE W MCC,12227
SC,South Carolina,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,12226
NC,North Carolina,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,12219
NM,New Mexico,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,12217
GA,Georgia,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,12214
OK,Oklahoma,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,12210
MT,Montana,177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,12210
FL,Florida,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,12209
NJ,New Jersey,418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,12206
NC,North Carolina,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,12202
MT,Montana,"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",12202
TX,Texas,251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,12200
WV,West Virginia,177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,12200
CO,Colorado,251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,12198
NH,New Hampshire,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,12197
HI,Hawaii,689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,12194
MT,Montana,251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,12187
IL,Illinois,"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",12187
WA,Washington,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,12176
MN,Minnesota,418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,12175
WI,Wisconsin,377 - G.I. HEMORRHAGE W MCC,12160
IN,Indiana,177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,12157
MD,Maryland,308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,12151
WV,West Virginia,251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,12147
NH,New Hampshire,377 - G.I. HEMORRHAGE W MCC,12141
MS,Mississippi,314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,12133
MD,Maryland,178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,12130
ND,North Dakota,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,12123
DC,District of Columbia,811 - RED BLOOD CELL DISORDERS W MCC,12122
UT,Utah,377 - G.I. HEMORRHAGE W MCC,12118
RI,Rhode Island,602 - CELLULITIS W MCC,12112
PA,Pennsylvania,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,12108
LA,Louisiana,177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,12099
MI,Michigan,"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",12099
CT,Connecticut,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,12086
GA,Georgia,314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,12081
MD,Maryland,917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC,12079
KS,Kansas,244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,12071
MO,Missouri,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,12063
MA,Massachusetts,682 - RENAL FAILURE W MCC,12060
MN,Minnesota,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,12054
PA,Pennsylvania,917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC,12050
VT,Vermont,193 - SIMPLE PNEUMONIA & PLEURISY W MCC,12048
TX,Texas,"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",12043
SC,South Carolina,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,12024
NM,New Mexico,251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,12016
TX,Texas,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,12013
TX,Texas,698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,12013
CT,Connecticut,602 - CELLULITIS W MCC,12011
NM,New Mexico,682 - RENAL FAILURE W MCC,12008
CO,Colorado,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,11995
IA,Iowa,251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,11995
FL,Florida,251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,11990
PA,Pennsylvania,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,11979
NC,North Carolina,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,11978
LA,Louisiana,244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,11974
HI,Hawaii,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,11974
TN,Tennessee,251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,11973
LA,Louisiana,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,11972
NJ,New Jersey,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,11972
VT,Vermont,178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,11971
ID,Idaho,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,11970
SD,South Dakota,418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,11965
KY,Kentucky,314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,11964
SC,South Carolina,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,11960
GA,Georgia,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,11953
OK,Oklahoma,314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,11952
IA,Iowa,177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,11947
MI,Michigan,418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,11945
MO,Missouri,314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,11934
WY,Wyoming,291 - HEART FAILURE & SHOCK W MCC,11931
AL,Alabama,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,11927
MA,Massachusetts,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,11926
ND,North Dakota,314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,11923
OH,Ohio,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,11917
MT,Montana,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,11916
OR,Oregon,418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,11915
AK,Alaska,811 - RED BLOOD CELL DISORDERS W MCC,11915
NH,New Hampshire,"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",11912
WA,Washington,682 - RENAL FAILURE W MCC,11912
DE,Delaware,418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,11911
IL,Illinois,418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,11906
AL,Alabama,177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,11894
AL,Alabama,"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",11891
ID,Idaho,698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,11875
VA,Virginia,314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,11874
AK,Alaska,292 - HEART FAILURE & SHOCK W CC,11872
TN,Tennessee,177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,11867
ND,North Dakota,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,11859
SD,South Dakota,"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",11856
AK,Alaska,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,11855
ID,Idaho,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,11852
PA,Pennsylvania,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,11852
VA,Virginia,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,11834
DE,Delaware,682 - RENAL FAILURE W MCC,11826
FL,Florida,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,11820
IN,Indiana,314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,11818
IA,Iowa,244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,11812
IN,Indiana,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,11807
LA,Louisiana,251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,11792
IN,Indiana,251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,11791
WI,Wisconsin,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,11781
AZ,Arizona,698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,11779
MT,Montana,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,11776
AR,Arkansas,244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,11773
WV,West Virginia,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,11773
CO,Colorado,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,11772
DE,Delaware,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,11763
ME,Maine,377 - G.I. HEMORRHAGE W MCC,11760
WI,Wisconsin,698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,11754
TX,Texas,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,11751
WV,West Virginia,"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",11748
WV,West Virginia,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,11746
ND,North Dakota,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,11741
RI,Rhode Island,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",11740
IL,Illinois,682 - RENAL FAILURE W MCC,11740
OR,Oregon,602 - CELLULITIS W MCC,11738
NV,Nevada,682 - RENAL FAILURE W MCC,11737
OK,Oklahoma,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,11731
NE,Nebraska,314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,11716
AZ,Arizona,682 - RENAL FAILURE W MCC,11713
NV,Nevada,418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,11702
VA,Virginia,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,11702
NY,New York,178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,11692
CO,Colorado,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,11689
LA,Louisiana,314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,11689
FL,Florida,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,11689
PA,Pennsylvania,"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",11687
TX,Texas,377 - G.I. HEMORRHAGE W MCC,11687
NE,Nebraska,602 - CELLULITIS W MCC,11686
MT,Montana,314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,11685
GA,Georgia,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,11683
GA,Georgia,377 - G.I. HEMORRHAGE W MCC,11678
VT,Vermont,419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,11677
MS,Mississippi,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,11677
KY,Kentucky,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,11669
WV,West Virginia,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,11660
NC,North Carolina,418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,11657
AR,Arkansas,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,11657
PA,Pennsylvania,377 - G.I. HEMORRHAGE W MCC,11653
CO,Colorado,377 - G.I. HEMORRHAGE W MCC,11647
GA,Georgia,"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",11644
UT,Utah,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,11630
OH,Ohio,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,11628
AR,Arkansas,177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,11625
UT,Utah,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,11623
AL,Alabama,473 - CERVICAL SPINAL FUSION W/O CC/MCC,11622
RI,Rhode Island,917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC,11617
AR,Arkansas,"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",11614
OR,Oregon,682 - RENAL FAILURE W MCC,11610
NV,Nevada,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,11604
DC,District of Columbia,178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,11602
NY,New York,811 - RED BLOOD CELL DISORDERS W MCC,11598
VT,Vermont,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,11588
MO,Missouri,251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,11579
LA,Louisiana,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,11576
CT,Connecticut,291 - HEART FAILURE & SHOCK W MCC,11572
OH,Ohio,314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,11569
CO,Colorado,682 - RENAL FAILURE W MCC,11567
NJ,New Jersey,291 - HEART FAILURE & SHOCK W MCC,11564
KY,Kentucky,251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,11563
MI,Michigan,698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,11559
CA,California,811 - RED BLOOD CELL DISORDERS W MCC,11558
OH,Ohio,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,11550
MO,Missouri,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,11549
IA,Iowa,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,11549
MT,Montana,"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",11548
NC,North Carolina,377 - G.I. HEMORRHAGE W MCC,11544
IN,Indiana,377 - G.I. HEMORRHAGE W MCC,11538
WA,Washington,917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC,11527
ME,Maine,"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",11523
OK,Oklahoma,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,11521
KY,Kentucky,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,11514
MI,Michigan,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,11514
SD,South Dakota,682 - RENAL FAILURE W MCC,11511
FL,Florida,314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,11511
OH,Ohio,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,11510
MS,Mississippi,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,11509
WY,Wyoming,178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,11506
MD,Maryland,602 - CELLULITIS W MCC,11504
MI,Michigan,682 - RENAL FAILURE W MCC,11500
NH,New Hampshire,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,11497
ME,Maine,418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,11491
OR,Oregon,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,11481
KS,Kansas,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,11480
ND,North Dakota,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,11466
MA,Massachusetts,602 - CELLULITIS W MCC,11461
SC,South Carolina,"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",11460
NH,New Hampshire,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,11442
AL,Alabama,244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,11440
WI,Wisconsin,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,11439
AZ,Arizona,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,11433
CT,Connecticut,193 - SIMPLE PNEUMONIA & PLEURISY W MCC,11432
MO,Missouri,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,11432
WV,West Virginia,314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,11425
KS,Kansas,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,11417
SC,South Carolina,418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,11416
SD,South Dakota,"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",11413
KY,Kentucky,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,11412
ID,Idaho,418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,11412
WI,Wisconsin,"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",11411
VA,Virginia,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,11401
GA,Georgia,698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,11401
PA,Pennsylvania,418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,11396
NE,Nebraska,"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",11396
AK,Alaska,872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,11396
IN,Indiana,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,11391
LA,Louisiana,"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",11385
ND,North Dakota,"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",11372
ND,North Dakota,251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,11358
LA,Louisiana,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,11351
OK,Oklahoma,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,11347
IA,Iowa,314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,11344
MO,Missouri,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,11329
ME,Maine,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,11318
ID,Idaho,682 - RENAL FAILURE W MCC,11316
MD,Maryland,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,11316
IN,Indiana,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,11316
CA,California,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,11315
FL,Florida,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,11312
MS,Mississippi,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,11300
OK,Oklahoma,"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",11300
WY,Wyoming,602 - CELLULITIS W MCC,11296
MS,Mississippi,251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,11293
ID,Idaho,251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,11291
NJ,New Jersey,602 - CELLULITIS W MCC,11290
MS,Mississippi,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,11289
PA,Pennsylvania,698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,11289
FL,Florida,"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",11282
OH,Ohio,"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",11277
KS,Kansas,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,11275
OR,Oregon,811 - RED BLOOD CELL DISORDERS W MCC,11273
GA,Georgia,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,11252
SC,South Carolina,377 - G.I. HEMORRHAGE W MCC,11242
IN,Indiana,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,11241
IL,Illinois,698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,11233
NE,Nebraska,418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,11229
DE,Delaware,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,11227
ND,North Dakota,698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,11220
KY,Kentucky,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,11200
IA,Iowa,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,11186
TN,Tennessee,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,11180
NM,New Mexico,602 - CELLULITIS W MCC,11180
NC,North Carolina,"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",11178
MD,Maryland,"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",11174
IN,Indiana,418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,11164
UT,Utah,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,11163
WV,West Virginia,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,11163
